riu_id,name,problem_pattern,execution_intent,workstreams,coordinates,trigger_signals,artifacts,reversibility,success_conditions,failure_modes,dependencies,agent_types,notes
RIU-328,Secrets Leak Scan (Repo + Logs),Risk of secrets leaking into repos/logs.,Add scanning for secrets and enforce remediation steps.,Quality & Safety | Ops & Delivery,"{""industry"": ""*"", ""category"": ""*"", ""use_case"": ""*""}",secrets concern,secrets_scan.md | remediation_steps.md,two_way,"{""execution"": ""Secrets not present in repos/logs."", ""outcome"": ""Findings remediated quickly."", ""safety_quality"": ""Prevents breaches.""}","{""silent"": [""scanner gaps""], ""loud"": [""false positives overwhelm""], ""clustered"": [""large repos""]}",RIU-066,ARK:Therizinosaurus | ARK:Velociraptor,Theme: Security
RIU-329,Minimal UX Prototype (Demo-Driven),Need align on product behavior quickly.,Create minimal demo prototype to converge on flows and constraints.,Adoption & Change | Clarify & Bound,"{""industry"": ""*"", ""category"": ""*"", ""use_case"": ""*""}",need demo,demo_prototype/ | demo_notes.md,two_way,"{""execution"": ""Stakeholders align faster via demo."", ""outcome"": ""Requirements clarified."", ""safety_quality"": ""Reduces rework.""}","{""silent"": [""demo diverges from build""], ""loud"": [""prototype scope balloons""], ""clustered"": [""multiple personas""]}",,Human:Delivery | ARK:Therizinosaurus,Theme: UX & Product Surface
RIU-330,Error Messaging + User Guidance,Users fail silently without guidance.,"Design error messages, remediation hints, and escalation paths.",Adoption & Change | Clarify & Bound,"{""industry"": ""*"", ""category"": ""*"", ""use_case"": ""*""}",support tickets,error_message_catalog.md | user_guidance.md,two_way,"{""execution"": ""Support tickets reduced."", ""outcome"": ""Users recover from errors."", ""safety_quality"": ""Better adoption.""}","{""silent"": [""generic errors""], ""loud"": [""messages leak sensitive info""], ""clustered"": [""i18n""]}",RIU-012,ARK:Tyrannosaurus | ARK:Velociraptor,Theme: UX & Product Surface
RIU-331,Change Management Plan,Customers need adoption plan and comms.,"Define rollout comms, training, timelines, and checkpoints.",Adoption & Change | Clarify & Bound,"{""industry"": ""*"", ""category"": ""*"", ""use_case"": ""*""}",adoption risk,change_management_plan.md,two_way,"{""execution"": ""Adoption increases."", ""outcome"": ""Less resistance."", ""safety_quality"": ""Clear rollout timeline.""}","{""silent"": [""no buy-in""], ""loud"": [""timeline slips""], ""clustered"": [""large orgs""]}",RIU-002,Human:Delivery,Theme: UX & Product Surface
RIU-332,Event Instrumentation Spec,Need analytics but events inconsistent.,"Define event taxonomy, payloads, privacy constraints; add validation.",Ops & Delivery | Adoption & Change,"{""industry"": ""*"", ""category"": ""*"", ""use_case"": ""*""}",need analytics,event_spec.md | event_schema.json | event_validators/,mixed,"{""execution"": ""Events consistent and usable."", ""outcome"": ""Privacy enforced."", ""safety_quality"": ""Metrics reliable.""}","{""silent"": [""event drift""], ""loud"": [""PII in events""], ""clustered"": [""multiple clients""]}",RIU-012 | RIU-061,ARK:Tyrannosaurus | ARK:Therizinosaurus | ARK:Velociraptor,Theme: Analytics & Reporting
RIU-333,Dashboard: Customer Health,Need visibility into customer outcomes.,Create minimal health dashboard with leading indicators and alerts.,Ops & Delivery | Adoption & Change,"{""industry"": ""*"", ""category"": ""*"", ""use_case"": ""*""}",customer health,customer_health_dashboard.md | dashboards/,two_way,"{""execution"": ""Health visible; issues caught early."", ""outcome"": ""CS proactive."", ""safety_quality"": ""Improves retention.""}","{""silent"": [""metrics not actionable""], ""loud"": [""dashboard wrong""], ""clustered"": [""no baseline""]}",RIU-061,Human:Delivery | ARK:Therizinosaurus,Theme: Analytics & Reporting
RIU-334,ROI Narrative (Internal),Need justify investment and align execs.,Create internal ROI narrative tied to metrics; avoid hype.,Ops & Delivery | Adoption & Change,"{""industry"": ""*"", ""category"": ""*"", ""use_case"": ""*""}",ROI question,roi_narrative.md,two_way,"{""execution"": ""Leadership alignment improves."", ""outcome"": ""Investment justified with evidence."", ""safety_quality"": ""Avoids overpromising externally.""}","{""silent"": [""assumptions untested""], ""loud"": [""metrics unavailable""], ""clustered"": [""early stage""]}",RIU-006,Human:Delivery | ARK:Argentavis,Theme: Analytics & Reporting
RIU-400,KB Content Audit (Coverage + Gaps),Customer knowledge base exists but quality/coverage unknown.,"Audit KB for coverage, duplication, staleness, and structure; propose prioritized fixes.",Clarify & Bound | Quality & Safety,"{""industry"": ""*"", ""category"": ""*"", ""use_case"": ""*""}",KB issues,kb_audit_report.md | kb_gap_list.md,two_way,"{""execution"": ""Executed and documented."", ""outcome"": ""Improves engagement outcome measurably."", ""safety_quality"": ""Safety constraints respected.""}","{""silent"": [""incomplete execution""], ""loud"": [""blocked dependencies""], ""clustered"": [""insufficient data""]}",RIU-013 | RIU-014,Human:Delivery | ARK:Argentavis | ARK:Velociraptor,Knowledge
RIU-401,Ingestion Reliability Audit (Loss + Lag),Docs/events missing or delayed; reliability unknown.,Measure ingestion lag/loss; identify failure points; propose fixes and monitoring.,Ops & Delivery | Quality & Safety,"{""industry"": ""*"", ""category"": ""*"", ""use_case"": ""*""}",missing docs | lag,ingestion_audit.md | lag_metrics.md | loss_metrics.md,two_way,"{""execution"": ""Executed and documented."", ""outcome"": ""Improves engagement outcome measurably."", ""safety_quality"": ""Safety constraints respected.""}","{""silent"": [""incomplete execution""], ""loud"": [""blocked dependencies""], ""clustered"": [""insufficient data""]}",RIU-061,ARK:Tyrannosaurus | ARK:Therizinosaurus | ARK:Velociraptor,Knowledge
RIU-402,Query Log Sampling (Intent Buckets),Need to understand user intents without perfect taxonomy.,Sample query logs; cluster into intent buckets; surface long-tail and failure clusters.,Clarify & Bound | Core Logic,"{""industry"": ""*"", ""category"": ""*"", ""use_case"": ""*""}",query confusion,query_log_sample.md | intent_buckets.md | failure_clusters.md,two_way,"{""execution"": ""Executed and documented."", ""outcome"": ""Improves engagement outcome measurably."", ""safety_quality"": ""Safety constraints respected.""}","{""silent"": [""incomplete execution""], ""loud"": [""blocked dependencies""], ""clustered"": [""insufficient data""]}",RIU-033,ARK:Velociraptor | ARK:Argentavis,Retrieval
RIU-403,Search Relevance Triage (Top Failures First),Search/RAG feels bad but unclear where to start.,"Identify top failure modes (no results, wrong results, stale results) and pick highest ROI fix.",Core Logic | Quality & Safety,"{""industry"": ""*"", ""category"": ""*"", ""use_case"": ""*""}",relevance complaints,relevance_triage.md | fix_backlog.md,two_way,"{""execution"": ""Executed and documented."", ""outcome"": ""Improves engagement outcome measurably."", ""safety_quality"": ""Safety constraints respected.""}","{""silent"": [""incomplete execution""], ""loud"": [""blocked dependencies""], ""clustered"": [""insufficient data""]}",RIU-021,ARK:Tyrannosaurus | ARK:Velociraptor,Retrieval
RIU-404,Hybrid RAG Pipeline (Baseline),Need a pragmatic RAG baseline quickly.,"Implement baseline RAG: chunking, embeddings, retrieval, rerank, grounded answer format.",Core Logic | Quality & Safety,"{""industry"": ""*"", ""category"": ""*"", ""use_case"": ""*""}",build RAG,rag_baseline.md | rag_pipeline/ | rag_eval.md,two_way,"{""execution"": ""Executed and documented."", ""outcome"": ""Improves engagement outcome measurably."", ""safety_quality"": ""Safety constraints respected.""}","{""silent"": [""incomplete execution""], ""loud"": [""blocked dependencies""], ""clustered"": [""insufficient data""]}",RIU-021 | RIU-023,ARK:Tyrannosaurus | ARK:Therizinosaurus | ARK:Velociraptor,Retrieval
RIU-405,Hallucination Countermeasures (Evidence Tags),LLM answers sound confident but ungrounded.,Require citations/evidence tags; add 'I don't know' triggers; penalize unsupported claims.,Quality & Safety | Core Logic,"{""industry"": ""*"", ""category"": ""*"", ""use_case"": ""*""}",hallucinations,evidence_tags.md | grounding_rules.yaml | hallucination_eval.md,two_way,"{""execution"": ""Executed and documented."", ""outcome"": ""Improves engagement outcome measurably."", ""safety_quality"": ""Safety constraints respected.""}","{""silent"": [""incomplete execution""], ""loud"": [""blocked dependencies""], ""clustered"": [""insufficient data""]}",RIU-082 | RIU-021,ARK:Tyrannosaurus | ARK:Therizinosaurus | ARK:Velociraptor,Safety
RIU-406,Prompt Injection Hardening,Retrieved content can contain instructions that subvert agent behavior.,"Add injection detection, content sandboxing, and instruction hierarchy rules; test with redteam set.",Quality & Safety,"{""industry"": ""*"", ""category"": ""*"", ""use_case"": ""*""}",prompt injection,prompt_injection_rules.md | injection_tests/,one_way,"{""execution"": ""Executed and documented."", ""outcome"": ""Improves engagement outcome measurably."", ""safety_quality"": ""Safety constraints respected.""}","{""silent"": [""incomplete execution""], ""loud"": [""blocked dependencies""], ""clustered"": [""insufficient data""]}",RIU-082 | RIU-083,ARK:Tyrannosaurus | ARK:Velociraptor | ARK:Therizinosaurus,Safety
RIU-407,Document Permission Filtering (ABAC/RBAC),Users must not retrieve docs they can't access.,Implement permission-aware retrieval filter and tests; document failure behavior.,Quality & Safety | Core Logic,"{""industry"": ""*"", ""category"": ""*"", ""use_case"": ""*""}",permissions,permission_filter_design.md | permission_tests/,one_way,"{""execution"": ""Executed and documented."", ""outcome"": ""Improves engagement outcome measurably."", ""safety_quality"": ""Safety constraints respected.""}","{""silent"": [""incomplete execution""], ""loud"": [""blocked dependencies""], ""clustered"": [""insufficient data""]}",RIU-010,ARK:Tyrannosaurus | ARK:Therizinosaurus | ARK:Velociraptor,Security
RIU-408,Multilingual Support Strategy,Customer content/users span languages; relevance drops.,"Define language detection, translation policy, multilingual embeddings, and evaluation plan.",Core Logic | Quality & Safety,"{""industry"": ""*"", ""category"": ""*"", ""use_case"": ""*""}",multilingual,multilingual_plan.md | language_tests/,two_way,"{""execution"": ""Executed and documented."", ""outcome"": ""Improves engagement outcome measurably."", ""safety_quality"": ""Safety constraints respected.""}","{""silent"": [""incomplete execution""], ""loud"": [""blocked dependencies""], ""clustered"": [""insufficient data""]}",RIU-021,ARK:Tyrannosaurus | ARK:Therizinosaurus | ARK:Velociraptor,Retrieval
RIU-409,Observability: Correlation IDs + Trace Propagation,Logs exist but cannot trace a request end-to-end.,Add correlation IDs across services and propagate trace context; update dashboards.,Ops & Delivery | Quality & Safety,"{""industry"": ""*"", ""category"": ""*"", ""use_case"": ""*""}",debugging hard,correlation_id_design.md | trace_propagation/,two_way,"{""execution"": ""Executed and documented."", ""outcome"": ""Improves engagement outcome measurably."", ""safety_quality"": ""Safety constraints respected.""}","{""silent"": [""incomplete execution""], ""loud"": [""blocked dependencies""], ""clustered"": [""insufficient data""]}",RIU-061,ARK:Tyrannosaurus | ARK:Therizinosaurus,Ops
RIU-410,Alert Tuning (Reduce Noise),Alerts fire too often; teams ignore them.,Tune alerts using historical incidents; define paging vs ticket thresholds.,Ops & Delivery,"{""industry"": ""*"", ""category"": ""*"", ""use_case"": ""*""}",alert fatigue,alert_tuning.md | paging_policy.md,two_way,"{""execution"": ""Executed and documented."", ""outcome"": ""Improves engagement outcome measurably."", ""safety_quality"": ""Safety constraints respected.""}","{""silent"": [""incomplete execution""], ""loud"": [""blocked dependencies""], ""clustered"": [""insufficient data""]}",RIU-070,Human:Delivery | ARK:Velociraptor,Ops
RIU-411,Incident Postmortem (Blameless) + Actions,Incident occurred; need learning and prevention.,"Write blameless postmortem with timeline, root cause, contributing factors, and actions.",Ops & Delivery | Adoption & Change,"{""industry"": ""*"", ""category"": ""*"", ""use_case"": ""*""}",incident happened,postmortem.md | action_items.md,two_way,"{""execution"": ""Executed and documented."", ""outcome"": ""Improves engagement outcome measurably."", ""safety_quality"": ""Safety constraints respected.""}","{""silent"": [""incomplete execution""], ""loud"": [""blocked dependencies""], ""clustered"": [""insufficient data""]}",RIU-062,Human:Delivery | ARK:Tyrannosaurus,Ops
RIU-412,Data Retention & Deletion Policy Alignment,Customer requires retention/deletion guarantees.,Document retention classes; deletion workflows; verify logs and backups compliance.,Quality & Safety | Ops & Delivery,"{""industry"": ""*"", ""category"": ""*"", ""use_case"": ""*""}",retention,retention_policy.md | deletion_workflows.md,one_way,"{""execution"": ""Executed and documented."", ""outcome"": ""Improves engagement outcome measurably."", ""safety_quality"": ""Safety constraints respected.""}","{""silent"": [""incomplete execution""], ""loud"": [""blocked dependencies""], ""clustered"": [""insufficient data""]}",RIU-012,ARK:Tyrannosaurus | ARK:Velociraptor,Compliance
RIU-413,Customer Value Demo (Before/After),Need to demonstrate impact quickly to sustain buy-in.,Create before/after demo with baseline metrics and narrative; avoid overclaiming.,Adoption & Change,"{""industry"": ""*"", ""category"": ""*"", ""use_case"": ""*""}",need proof,before_after_demo.md | impact_metrics.md,two_way,"{""execution"": ""Executed and documented."", ""outcome"": ""Improves engagement outcome measurably."", ""safety_quality"": ""Safety constraints respected.""}","{""silent"": [""incomplete execution""], ""loud"": [""blocked dependencies""], ""clustered"": [""insufficient data""]}",RIU-020 | RIU-006,Human:Delivery | ARK:Velociraptor,GTM
RIU-414,Pricing/Cost Disclosure (Internal Guardrail),Costs exist; sales risk if misrepresented.,Create internal cost disclosure and guardrails for quoting; link to budget envelope.,Adoption & Change | Quality & Safety,"{""industry"": ""*"", ""category"": ""*"", ""use_case"": ""*""}",pricing,cost_disclosure.md | quoting_guardrails.md,one_way,"{""execution"": ""Executed and documented."", ""outcome"": ""Improves engagement outcome measurably."", ""safety_quality"": ""Safety constraints respected.""}","{""silent"": [""incomplete execution""], ""loud"": [""blocked dependencies""], ""clustered"": [""insufficient data""]}",RIU-085,Human:Delivery | ARK:Tyrannosaurus,GTM
RIU-415,Stakeholder Alignment Email Pack,Need crisp comms to align multiple teams quickly.,"Generate email pack: kickoff, weekly update, escalation, scope change request.",Adoption & Change,"{""industry"": ""*"", ""category"": ""*"", ""use_case"": ""*""}",multi-team,comms_pack.md,two_way,"{""execution"": ""Executed and documented."", ""outcome"": ""Improves engagement outcome measurably."", ""safety_quality"": ""Safety constraints respected.""}","{""silent"": [""incomplete execution""], ""loud"": [""blocked dependencies""], ""clustered"": [""insufficient data""]}",RIU-002,Human:Delivery,Comms
RIU-416,Training Data Curation (LLM),Need curated examples for prompting/eval; raw data noisy.,"Curate exemplars with labels, rationales, and privacy checks; version them.",Quality & Safety,"{""industry"": ""*"", ""category"": ""*"", ""use_case"": ""*""}",need examples,curated_examples.jsonl | curation_guidelines.md,two_way,"{""execution"": ""Executed and documented."", ""outcome"": ""Improves engagement outcome measurably."", ""safety_quality"": ""Safety constraints respected.""}","{""silent"": [""incomplete execution""], ""loud"": [""blocked dependencies""], ""clustered"": [""insufficient data""]}",RIU-012 | RIU-021,ARK:Velociraptor | ARK:Velociraptor,Eval
